SSTF] add;871112
dsp;871112
add;1731624
dsp;1731624
add;1824584
dsp;1824584
add;1564160
dsp;1564160
add;1586976
dsp;1586976
add;280976
dsp;280976
add;896880
dsp;896880
add;542880
dsp;542880
add;361144
dsp;361144
add;1347008
dsp;1347008
add;1765128
dsp;1765128
add;287488
dsp;287488
add;9472
dsp;9472
add;461984
dsp;461984
add;540456
dsp;540456
add;1238480
dsp;1238480
add;1712768
dsp;1712768
add;435968
dsp;435968
add;1428600
dsp;1428600
add;1069544
dsp;1069544
add;1101768
dsp;1101768
add;1216432
dsp;1216432
add;1633632
dsp;1633632
add;1246208
dsp;1246208
add;1755816
dsp;1755816
add;1240256
dsp;1240256
add;382128
dsp;382128
add;418752
dsp;418752
add;1764368
dsp;1764368
add;674264
dsp;674264
add;1942064
dsp;1942064
add;902072
dsp;902072
add;2016560
dsp;2016560
add;1640064
dsp;1640064
add;1662872
dsp;1662872
add;1564648
dsp;1564648
add;1620816
dsp;1620816
add;937208
dsp;937208
add;464408
dsp;464408
add;1875032
dsp;1875032
add;1379272
dsp;1379272
add;592408
dsp;592408
add;1818760
dsp;1818760
add;1303088
dsp;1303088
add;1361560
dsp;1361560
add;664448
dsp;664448
add;1033120
dsp;1033120
add;1348480
dsp;1348480
add;851024
dsp;851024
add;189024
dsp;189024
add;788080
dsp;788080
add;1456456
dsp;1456456
add;1039792
dsp;1039792
add;677432
dsp;677432
add;636680
dsp;636680
add;385512
dsp;385512
add;362880
dsp;362880
add;1548936
dsp;1548936
add;2030968
dsp;2030968
add;940896
dsp;940896
add;492912
dsp;492912
add;2090920
dsp;2090920
add;1918240
dsp;1918240
add;637992
dsp;637992
add;1908008
dsp;1908008
add;563768
dsp;563768
add;1473824
dsp;1473824
add;1093320
dsp;1093320
add;1456408
dsp;1456408
add;238904
dsp;238904
add;493096
dsp;493096
add;1061096
dsp;1061096
add;1036216
dsp;1036216
add;936184
dsp;936184
add;867888
dsp;867888
add;72816
dsp;72816
add;1925000
dsp;1925000
add;9552
dsp;9552
add;1289152
dsp;1289152
add;1471408
dsp;1471408
add;1705992
dsp;1705992
add;1081728
dsp;1081728
add;945952
dsp;945952
add;352800
dsp;352800
add;1563640
dsp;1563640
add;856696
dsp;856696
add;107032
dsp;107032
add;653712
dsp;653712
add;1932480
dsp;1932480
add;1176704
dsp;1176704
add;503008
dsp;503008
add;1134376
dsp;1134376
add;1277248
dsp;1277248
add;1504704
dsp;1504704
add;987344
dsp;987344
add;1495632
dsp;1495632
add;1100064
dsp;1100064
add;499344
dsp;499344
add;1660336
dsp;1660336
add;2067792
dsp;2067792
add;970064
dsp;970064
add;1614328
dsp;1614328
add;419096
dsp;419096
add;1369984
dsp;1369984
add;1701568
dsp;1701568
add;798240
dsp;798240
add;553456
dsp;553456
add;1949616
dsp;1949616
add;1255480
dsp;1255480
add;1806928
dsp;1806928
add;808152
dsp;808152
add;701472
dsp;701472
add;1457032
dsp;1457032
add;1659736
dsp;1659736
add;1266752
dsp;1266752
add;1628744
dsp;1628744
add;720824
dsp;720824
add;387232
dsp;387232
add;99512
dsp;99512
add;1220896
dsp;1220896
add;735040
dsp;735040
add;106400
dsp;106400
add;1703488
dsp;1703488
add;1812688
dsp;1812688
add;1474120
dsp;1474120
add;542768
dsp;542768
add;1463328
dsp;1463328
add;666712
dsp;666712
add;1853120
dsp;1853120
add;1916528
dsp;1916528
add;1873368
dsp;1873368
add;273296
dsp;273296
add;665064
dsp;665064
add;425488
dsp;425488
add;1224488
dsp;1224488
add;1464680
dsp;1464680
add;279072
dsp;279072
add;1975408
dsp;1975408
add;1655744
dsp;1655744
add;1037376
dsp;1037376
add;38632
dsp;38632
add;102208
dsp;102208
add;928976
dsp;928976
add;1092120
dsp;1092120
add;805680
dsp;805680
add;1670192
dsp;1670192
add;766976
dsp;766976
add;1764800
dsp;1764800
add;1112152
dsp;1112152
add;2080344
dsp;2080344
add;2018712
dsp;2018712
add;1665680
dsp;1665680
add;1351656
dsp;1351656
add;412320
dsp;412320
add;377704
dsp;377704
add;2079408
dsp;2079408
add;1097848
dsp;1097848
add;703480
dsp;703480
add;1870336
dsp;1870336
add;699968
dsp;699968
add;1112576
dsp;1112576
add;1035944
dsp;1035944
add;1279664
dsp;1279664
add;1240096
dsp;1240096
add;729440
dsp;729440
add;369840
dsp;369840
add;306736
dsp;306736
add;1189832
dsp;1189832
add;750712
dsp;750712
add;1292912
dsp;1292912
add;1135520
dsp;1135520
add;701488
dsp;701488
add;467640
dsp;467640
add;202800
dsp;202800
add;1947600
dsp;1947600
add;1861200
dsp;1861200
add;1876200
dsp;1876200
add;1693592
dsp;1693592
add;181664
dsp;181664
add;1744352
dsp;1744352
add;998424
dsp;998424
add;1102992
dsp;1102992
add;1275640
dsp;1275640
add;950944
dsp;950944
add;1585504
dsp;1585504
add;1947512
dsp;1947512
add;1812984
dsp;1812984
add;899264
dsp;899264
add;191984
dsp;191984
add;387648
dsp;387648
add;1306048
dsp;1306048
add;1637376
dsp;1637376
add;290232
dsp;290232
add;1544232
dsp;1544232
add;1308456
dsp;1308456
add;925656
dsp;925656
add;590992
dsp;590992
add;1573968
dsp;1573968
add;365864
dsp;365864
add;228648
dsp;228648
add;120072
dsp;120072
add;1992784
dsp;1992784
add;2023424
dsp;2023424
add;1381064
dsp;1381064
add;1074184
dsp;1074184
add;2014288
dsp;2014288
add;2051504
dsp;2051504
add;800608
dsp;800608
add;172768
dsp;172768
add;1340688
dsp;1340688
add;1522816
dsp;1522816
add;1617832
dsp;1617832
add;1667072
dsp;1667072
add;1868272
dsp;1868272
add;1482656
dsp;1482656
add;427776
dsp;427776
add;1349304
dsp;1349304
add;1911280
dsp;1911280
add;905000
dsp;905000
add;995440
dsp;995440
add;341464
dsp;341464
add;1438288
dsp;1438288
add;1287424
dsp;1287424
add;1979592
dsp;1979592
add;781712
dsp;781712
add;1150632
dsp;1150632
add;511944
dsp;511944
add;1208728
dsp;1208728
add;69280
dsp;69280
add;1787984
dsp;1787984
add;36832
dsp;36832
add;604032
dsp;604032
add;1026400
dsp;1026400
add;1542320
dsp;1542320
add;297456
dsp;297456
add;115584
dsp;115584
add;1330352
dsp;1330352
add;1291496
dsp;1291496
add;12296
dsp;12296
add;1076488
dsp;1076488
add;1069744
dsp;1069744
add;280944
dsp;280944
add;29560
dsp;29560
add;131104
dsp;131104
add;743232
dsp;743232
add;999456
dsp;999456
add;1967952
dsp;1967952
add;567824
dsp;567824
add;1922952
dsp;1922952
add;443776
dsp;443776
add;1161176
dsp;1161176
add;848856
dsp;848856
add;1257952
dsp;1257952
add;1057920
dsp;1057920
add;236952
dsp;236952
add;597328
dsp;597328
add;104520
dsp;104520
add;842496
dsp;842496
add;1809784
dsp;1809784
add;840608
dsp;840608
add;561704
dsp;561704
add;14272
dsp;14272
add;74208
dsp;74208
add;1649696
dsp;1649696
add;991160
dsp;991160
add;602664
dsp;602664
add;771952
dsp;771952
add;54344
dsp;54344
add;360760
dsp;360760
add;889528
dsp;889528
add;704664
dsp;704664
add;239864
dsp;239864
add;957976
dsp;957976
add;947608
dsp;947608
add;1452280
dsp;1452280
add;1559752
dsp;1559752
add;370928
dsp;370928
add;1824504
dsp;1824504
add;9792
dsp;9792
add;130280
dsp;130280
add;420896
dsp;420896
add;1523464
dsp;1523464
add;487600
dsp;487600
add;1788600
dsp;1788600
add;241784
dsp;241784
add;441048
dsp;441048
add;830368
dsp;830368
add;983632
dsp;983632
add;205792
dsp;205792
add;396504
dsp;396504
add;211488
dsp;211488
add;155448
dsp;155448
add;1821984
dsp;1821984
add;699152
dsp;699152
add;725512
dsp;725512
add;1109232
dsp;1109232
add;957536
dsp;957536
add;363184
dsp;363184
add;327688
dsp;327688
add;293544
dsp;293544
add;1498160
dsp;1498160
add;966352
dsp;966352
add;1237568
dsp;1237568
add;363344
dsp;363344
add;1460912
dsp;1460912
add;1159736
dsp;1159736
add;146128
dsp;146128
add;816536
dsp;816536
add;497168
dsp;497168
add;526200
dsp;526200
add;2068928
dsp;2068928
add;1450672
dsp;1450672
add;1282264
dsp;1282264
add;942064
dsp;942064
add;1816304
dsp;1816304
add;1661872
dsp;1661872
add;1423664
dsp;1423664
add;1240192
dsp;1240192
add;1395344
dsp;1395344
add;1931728
dsp;1931728
add;756752
dsp;756752
add;1488312
dsp;1488312
add;1870280
dsp;1870280
add;420808
dsp;420808
add;30952
dsp;30952
add;400752
dsp;400752
add;935736
dsp;935736
add;1885848
dsp;1885848
add;500376
dsp;500376
add;1175600
dsp;1175600
add;978000
dsp;978000
add;292600
dsp;292600
add;2078824
dsp;2078824
add;860928
dsp;860928
add;1048416
dsp;1048416
add;1237376
dsp;1237376
add;626560
dsp;626560
add;821112
dsp;821112
add;2001016
dsp;2001016
add;368000
dsp;368000
add;1165968
dsp;1165968
add;1220184
dsp;1220184
add;787296
dsp;787296
add;2046064
dsp;2046064
add;357728
dsp;357728
add;634056
dsp;634056
add;298280
dsp;298280
add;1017320
dsp;1017320
add;1457936
dsp;1457936
add;145360
dsp;145360
add;396816
dsp;396816
add;1565408
dsp;1565408
add;212360
dsp;212360
add;212552
dsp;212552
add;1001976
dsp;1001976
add;444568
dsp;444568
add;1945368
dsp;1945368
add;905768
dsp;905768
add;941984
dsp;941984
add;314288
dsp;314288
add;326704
dsp;326704
add;1725904
dsp;1725904
add;146464
dsp;146464
add;151576
dsp;151576
add;47472
dsp;47472
add;1192968
dsp;1192968
add;1290400
dsp;1290400
add;768056
dsp;768056
add;1124720
dsp;1124720
add;1382896
dsp;1382896
add;1535112
dsp;1535112
add;1845704
dsp;1845704
add;657400
dsp;657400
add;402696
dsp;402696
add;650584
dsp;650584
add;157616
dsp;157616
add;1903136
dsp;1903136
add;1962616
dsp;1962616
add;494704
dsp;494704
add;1933864
dsp;1933864
add;250416
dsp;250416
add;1688344
dsp;1688344
add;1922312
dsp;1922312
add;1387624
dsp;1387624
add;1756640
dsp;1756640
add;938016
dsp;938016
add;2022120
dsp;2022120
add;1817208
dsp;1817208
add;192816
dsp;192816
add;2053816
dsp;2053816
add;1237224
dsp;1237224
add;2054376
dsp;2054376
add;255184
dsp;255184
add;1708064
dsp;1708064
add;1061320
dsp;1061320
add;1143736
dsp;1143736
add;2045944
dsp;2045944
add;1004736
dsp;1004736
add;1944224
dsp;1944224
add;1078048
dsp;1078048
add;1921856
dsp;1921856
add;1872560
dsp;1872560
add;1895896
dsp;1895896
add;175744
dsp;175744
add;965232
dsp;965232
add;586552
dsp;586552
add;619288
dsp;619288
add;1222400
dsp;1222400
add;1641704
dsp;1641704
add;660968
dsp;660968
add;1460328
dsp;1460328
add;1446896
dsp;1446896
add;231488
dsp;231488
add;1042032
dsp;1042032
add;494408
dsp;494408
add;1114904
dsp;1114904
add;1564432
dsp;1564432
add;1472280
dsp;1472280
add;2016976
dsp;2016976
add;1294464
dsp;1294464
add;1583232
dsp;1583232
add;940008
dsp;940008
add;798512
dsp;798512
add;2026576
dsp;2026576
add;1099256
dsp;1099256
add;1139184
dsp;1139184
add;814816
dsp;814816
add;1058960
dsp;1058960
add;210304
dsp;210304
add;233568
dsp;233568
add;85016
dsp;85016
add;647560
dsp;647560
add;1353808
dsp;1353808
add;192200
dsp;192200
add;1497232
dsp;1497232
add;876296
dsp;876296
add;809272
dsp;809272
add;2079784
dsp;2079784
add;1970296
dsp;1970296
add;534320
dsp;534320
add;1912832
dsp;1912832
add;530312
dsp;530312
add;348536
dsp;348536
add;544912
dsp;544912
add;294400
dsp;294400
add;917552
dsp;917552
add;1907792
dsp;1907792
add;667112
dsp;667112
add;1955736
dsp;1955736
add;1810368
dsp;1810368
add;508328
dsp;508328
add;604560
dsp;604560
add;1591128
dsp;1591128
add;1858544
dsp;1858544
add;1313432
dsp;1313432
add;1950328
dsp;1950328
add;796584
dsp;796584
add;1177696
dsp;1177696
add;1119040
dsp;1119040
add;978504
dsp;978504
add;950456
dsp;950456
add;538592
dsp;538592
add;809848
dsp;809848
add;131440
dsp;131440
add;2066176
dsp;2066176
add;1137496
dsp;1137496
add;1894472
dsp;1894472
add;230720
dsp;230720
add;256048
dsp;256048
add;1561792
dsp;1561792
add;1158192
dsp;1158192
add;1234344
dsp;1234344
add;550096
dsp;550096
add;1798184
dsp;1798184
add;459224
dsp;459224
add;380992
dsp;380992
add;1266832
dsp;1266832
add;1869312
dsp;1869312
add;876432
dsp;876432
add;1832736
dsp;1832736
add;484856
dsp;484856
add;1747912
